TyreLife,PaceLoss
2.0,2.2999999999999994
3.0,2.0309019607843135
4.0,1.9859259259259248
5.0,2.0444875
6.0,2.064278481012658
7.0,2.190692307692307
8.0,2.294962025316455
9.0,2.1455270270270272
10.0,2.021318181818181
11.0,2.185149253731343
12.0,2.152354838709677
13.0,2.0095686274509803
14.0,2.2367962962962955
15.0,2.20702380952381
16.0,2.111823529411765
17.0,2.2641071428571444
18.0,2.2549230769230775
19.0,1.902260869565218
