TyreLife,PaceLoss
1,1.4288385217400807
2,1.4662006494322641
3,1.5070384744664542
4,1.5513519968426515
5,1.599141216560856
6,1.6504061336210678
7,1.7051467480232863
8,1.763363059767512
9,1.825055068853745
10,1.890222775281985
11,1.958866179052232
12,2.0309852801644865
13,2.1065800786187476
14,2.185650574415016
15,2.2681967675532917
16,2.3542186580335738
17,2.443716245855864
18,2.5366895310201603
19,2.6331385135264647
20,2.7330631933747753
21,2.836463570565093
22,2.943339645097419
